date,search rank,id,brand,rating,num reviews
2015-11-27,634,42099450,Kellogg,0,0

2015-11-27,635,21103996,other,0,0

2015-11-27,636,20689905,other,4.0,5

2015-11-27,637,30156205,other,0,0

2015-11-27,638,40571031,other,0,0

2015-11-27,639,15686405,Kellogg,0,0

2015-11-27,640,30649052,other,0,0

2015-11-27,641,31174353,other,0,0

2015-11-27,642,46027356,other,0,0

2015-11-27,643,17340479,other,5.0,1

2015-11-27,644,16635765,other,0,0

2015-11-27,645,31168757,other,0,0

2015-11-27,646,17770578,other,5.0,1

2015-11-27,647,19311497,other,0,0

2015-11-27,648,36326945,other,0,0

2015-11-27,649,36626090,other,0,0

2015-11-27,650,32687234,other,0,0

2015-11-27,651,36626092,other,0,0

2015-11-27,652,39369032,other,5.0,3

2015-11-27,653,31346269,other,0,0

2015-11-27,654,30226756,other,0,0

2015-11-27,655,17340081,other,5.0,1

2015-11-27,656,36302589,other,0,0

2015-11-27,657,44164414,other,0,0

2015-11-27,658,31173654,other,0,0

2015-11-27,659,31210205,other,0,0

2015-11-27,660,17770576,other,5.0,1

2015-11-27,661,14914830,other,5.0,2

2015-11-27,662,30256269,other,0,0

2015-11-27,663,31160398,other,0,0

2015-11-27,664,31173273,other,0,0

2015-11-27,665,31167836,other,0,0

2015-11-27,666,9717092,other,4.389,18

2015-11-27,667,31167755,other,0,0

2015-11-27,668,31169471,other,0,0

2015-11-27,669,37410688,other,0,0

2015-11-27,670,44125034,other,0,0

2015-11-27,671,17340024,other,5.0,1

2015-11-27,672,44125085,other,0,0

2015-11-27,673,44124906,other,0,0

2015-11-27,674,31210567,other,0,0

2015-11-27,675,44125038,other,0,0

2015-11-27,676,44176353,other,0,0

2015-11-27,677,44153234,other,0,0

2015-11-27,678,37398621,other,0,0

2015-11-27,679,44125100,other,0,0

2015-11-27,680,44176367,other,0,0

2015-11-27,681,44826160,other,0,0

2015-11-27,682,41823065,other,0,0

2015-11-27,683,41701070,other,0,0

2015-11-27,684,41604555,other,0,0

2015-11-27,685,28935584,other,0,0

2015-11-27,686,30255902,other,0,0

2015-11-27,687,29297318,other,0,0

2015-11-27,688,35177150,other,0,0

2015-11-27,689,39367994,other,0,0

2015-11-27,690,32703091,other,0,0

2015-11-27,691,28935470,other,0,0

2015-11-27,692,41572111,other,0,0

2015-11-27,693,31168531,other,0,0

2015-11-27,694,15082609,other,0,0

2015-11-27,695,46144441,other,0,0

2015-11-27,696,43800644,other,0,0

2015-11-27,697,43785005,other,0,0

2015-11-27,698,43778704,other,0,0

2015-11-27,699,46235753,other,0,0

2015-11-27,700,33464683,other,0,0

2015-11-27,701,41822990,other,0,0

2015-11-28,1,25847978,Cheerios,4.826,201

2015-11-28,2,10403208,other,4.824,17

2015-11-28,3,10891821,other,4.647,51

2015-11-28,4,10315424,other,4.606,71

2015-11-28,5,15716906,Post,0,0

2015-11-28,6,10311410,Cheerios,4.837,184

2015-11-28,7,10818684,Kellogg,4.862,58

2015-11-28,8,10891818,other,4.767,60

2015-11-28,9,10450279,other,4.415,41

2015-11-28,10,11303903,other,3.303,33

2015-11-28,11,24984274,Kellogg,4.884,45

2015-11-28,12,10818613,Kellogg,4.772,123

2015-11-28,13,13399215,other,3.95,60

2015-11-28,14,10450278,other,4.75,16

2015-11-28,15,10315966,other,4.355,31

2015-11-28,16,10311280,other,4.68,25

2015-11-28,17,10818609,Kellogg,4.674,46

2015-11-28,18,10311411,other,4.792,24

2015-11-28,19,10311398,other,4.735,49

2015-11-28,20,10450112,other,4.6,15

2015-11-28,21,10450280,other,4.539,13

2015-11-28,22,10311273,other,4.76,25

2015-11-28,23,15611122,Post,5.0,21

2015-11-28,24,15716905,Post,4.857,35

2015-11-28,25,10311420,other,4.667,15

2015-11-28,26,33886600,other,3.727,11

2015-11-28,27,10292151,other,4.561,41

2015-11-28,28,34201710,Cheerios,4.857,14

2015-11-28,29,10411377,other,4.757,102

2015-11-28,30,10319631,Kashi,4.286,7

2015-11-28,31,45099803,other,0,0

2015-11-28,32,10804531,other,4.706,34

2015-11-28,33,39326219,Kellogg,4.694,115

2015-11-28,34,15716901,other,4.783,23

2015-11-28,35,15611121,Post,4.932,44

2015-11-28,36,33886599,Cheerios,4.727,44

2015-11-28,37,33886601,other,4.273,11

2015-11-28,38,38498749,other,0,0

2015-11-28,39,10402735,other,4.879,33

2015-11-28,40,10818615,other,4.783,23

2015-11-28,41,24984281,Kellogg,4.789,52

2015-11-28,42,10450277,other,4.833,6

2015-11-28,43,38384605,Cheerios,4.813,16

2015-11-28,44,10311422,Cheerios,4.448,29

2015-11-28,45,24984278,Kellogg,4.775,80

2015-11-28,46,25875664,Kellogg,4.704,115

2015-11-28,47,24984277,Kellogg,4.819,94

2015-11-28,48,10311271,other,4.706,17

2015-11-28,49,25847989,Cheerios,4.375,40

2015-11-28,50,10813984,other,4.586,70

2015-11-28,51,47754329,other,0,0

2015-11-28,52,47713361,other,0,0

2015-11-28,53,47508860,other,0,0

2015-11-28,54,47906629,other,0,0

2015-11-28,55,25847977,other,4.735,34

2015-11-28,56,36915387,other,4.5,10

2015-11-28,57,19890855,Kellogg,4.704,115

2015-11-28,58,34201711,other,4.579,19

2015-11-28,59,37402338,other,4.389,18

2015-11-28,60,36901935,other,4.167,12

2015-11-28,61,25875663,Kellogg,4.767,60

2015-11-28,62,19514902,other,4.519,54

2015-11-28,63,34536008,other,4.658,111

2015-11-28,64,10321405,other,4.863,51

2015-11-28,65,37402337,other,4.7,10

2015-11-28,66,36915386,other,5.0,1

2015-11-28,67,23597638,Cheerios,5.0,9

2015-11-28,68,38227253,other,5.0,7

2015-11-28,69,21096170,Kellogg,4.952,21

2015-11-28,70,33785035,other,4.727,11

2015-11-28,71,20970530,other,4.0,2

2015-11-28,72,37341974,other,4.546,11

2015-11-28,73,23984405,other,3.667,6

2015-11-28,74,34536022,other,4.186,59

2015-11-28,75,20648084,Post,4.318,22

2015-11-28,76,37402339,other,4.889,9

2015-11-28,77,22210561,other,4.75,16

2015-11-28,78,24984273,Kellogg,4.844,32

2015-11-28,79,25847976,other,4.353,17

2015-11-28,80,34201712,other,4.083,12

2015-11-28,81,21633494,Kashi,0,0

2015-11-28,82,34536023,other,3.91,134

2015-11-28,83,21125846,other,4.857,14

2015-11-28,84,24722541,Kellogg,4.759,112

2015-11-28,85,21125860,other,0,0

2015-11-28,86,24984279,Kellogg,4.846,13

2015-11-28,87,24984276,Kellogg,4.82,49

2015-11-28,88,35044567,Post,4.692,13

2015-11-28,89,21048475,other,4.917,24

2015-11-28,90,25596741,Kellogg,4.963,27

2015-11-28,91,34164100,Post,4.818,44

2015-11-28,92,23984404,other,4.765,34

2015-11-28,93,17179326,other,4.288,59

2015-11-28,94,32286719,other,4.438,32

2015-11-28,95,19766250,other,4.467,15

2015-11-28,96,45099791,other,5.0,1

2015-11-28,97,20469703,other,4.318,22

2015-11-28,98,10813983,other,3.667,3

2015-11-28,99,17179322,other,4.25,28

2015-11-28,100,25847972,other,4.757,102

2015-11-28,101,32286721,other,4.273,11

2015-11-28,102,25819603,Kellogg,4.241,54

2015-11-28,103,23597945,other,4.8,10

2015-11-28,104,19794417,Kellogg,4.615,13

2015-11-28,105,36304314,other,0,0

2015-11-28,106,26384671,Kellogg,4.8,20

2015-11-28,107,21208469,Kashi,4.875,16

2015-11-28,108,19399977,other,5.0,1

2015-11-28,109,17203444,other,4.6,15

2015-11-28,110,21106275,Kashi,4.0,8

2015-11-28,111,25875665,Kellogg,4.935,46

2015-11-28,112,33426025,Cheerios,4.6,30

2015-11-28,113,22356629,other,4.667,84

2015-11-28,114,14869856,other,4.636,11

2015-11-28,115,33426024,Cheerios,5.0,4

2015-11-28,116,42353809,Kellogg,4.8,35

2015-11-28,117,21081221,other,4.304,23

2015-11-28,118,33886602,other,4.5,18

2015-11-28,119,28468230,other,4.0,9

2015-11-28,120,44656716,Kashi,5.0,1

2015-11-28,121,17203448,other,4.757,102

2015-11-28,122,44656717,Kellogg,0,0

2015-11-28,123,22863013,Kashi,4.539,13

2015-11-28,124,20976607,Kashi,4.583,12

2015-11-28,125,16923611,other,4.667,6

2015-11-28,126,16923604,other,4.5,14

2015-11-28,127,16923606,other,3.613,62

2015-11-28,128,16923602,other,4.462,13

2015-11-28,129,19514900,other,4.75,8

2015-11-28,130,43924526,Kellogg,5.0,1

2015-11-28,131,21063109,Kellogg,4.659,44

2015-11-28,132,21476104,Kashi,4.813,16

2015-11-28,133,43343112,Kellogg,3.0,1

2015-11-28,134,33887105,Kellogg,4.716,102

2015-11-28,135,10292154,other,4.696,23

2015-11-28,136,10315967,other,4.429,14

2015-11-28,137,26691074,other,4.4,10

2015-11-28,138,10313244,other,4.889,36

2015-11-28,139,44656718,Kashi,5.0,1

2015-11-28,140,21268885,Kashi,4.947,19

2015-11-28,141,24984275,Kellogg,4.758,91

2015-11-28,142,45099805,other,0,0

2015-11-28,143,10315964,other,4.8,10

2015-11-28,144,11303913,other,4.1,10

2015-11-28,145,42353811,Kellogg,4.857,7

2015-11-28,146,34334718,other,4.909,11

2015-11-28,147,21125854,other,4.636,11

2015-11-28,148,42353810,Kellogg,4.882,17

2015-11-28,149,24984280,Kellogg,4.643,28

2015-11-28,150,10789542,other,4.542,24

2015-11-28,151,10789543,other,4.388,49

2015-11-28,152,22389074,other,4.8,5

2015-11-28,153,19757533,Kellogg,4.71,31

2015-11-28,154,10891816,other,4.677,31

2015-11-28,155,21125847,other,4.793,58

2015-11-28,156,10311414,other,4.757,102

2015-11-28,157,45709515,other,5.0,2

2015-11-28,158,10818617,Kellogg,4.737,19

2015-11-28,159,10292149,other,4.548,31

2015-11-28,160,10818612,other,4.806,108

2015-11-28,161,33887106,Kellogg,4.692,13

2015-11-28,162,40617013,Cheerios,4.744,39

2015-11-28,163,27617757,other,4.878,90

2015-11-28,164,11964845,other,4.25,8

2015-11-28,165,10294607,other,4.647,17

2015-11-28,166,44981920,other,5.0,4

2015-11-28,167,20923795,other,4.7,20

2015-11-28,168,17208751,Cheerios,4.837,184

2015-11-28,169,46534908,Kellogg,4.0,1

2015-11-28,170,45099788,other,0,0

2015-11-28,171,42353807,Kellogg,4.412,17

2015-11-28,172,15716908,Post,5.0,9

2015-11-28,173,17193435,other,3.667,3

2015-11-28,174,41474804,other,4.563,32

2015-11-28,175,10891840,other,4.875,16

2015-11-28,176,36348035,Cheerios,4.28,25

2015-11-28,177,10311409,Cheerios,4.826,201

2015-11-28,178,44656729,Kellogg,4.5,2

2015-11-28,179,10315423,other,4.111,18

2015-11-28,180,36348028,Cheerios,4.636,22

2015-11-28,181,10402740,other,4.765,17

2015-11-28,182,14869857,other,4.765,17

2015-11-28,183,10311506,other,4.625,16

2015-11-28,184,14651639,Cheerios,4.6,30

2015-11-28,185,10450276,other,4.9,10

2015-11-28,186,26691078,other,0,0

2015-11-28,187,20648085,Post,4.143,7

2015-11-28,188,21265991,Post,4.941,17

2015-11-28,189,42353817,Kellogg,3.889,9

2015-11-28,190,33886603,Cheerios,4.765,17

2015-11-28,191,39881660,Cheerios,4.75,8

2015-11-28,192,34202125,other,4.333,6

2015-11-28,193,16785102,Post,5.0,11

2015-11-28,194,16785098,Post,5.0,15

2015-11-28,195,20970529,other,0,0

2015-11-28,196,22257607,Kashi,4.909,11

2015-11-28,197,16785103,Post,5.0,2

2015-11-28,198,43710628,other,0,0

2015-11-28,199,43710627,other,5.0,1

2015-11-28,200,21633495,Kashi,0,0

2015-11-28,201,16923607,other,4.625,24

2015-11-28,202,37586843,other,0,0

2015-11-28,203,34536026,other,3.786,14

2015-11-28,204,26135216,other,4.0,1

2015-11-28,205,21467406,Cheerios,4.857,14

2015-11-28,206,32286720,Post,4.938,16

2015-11-28,207,11046710,Cheerios,4.759,29

2015-11-28,208,17193617,Kashi,5.0,1

2015-11-28,209,17057014,Post,4.875,8

2015-11-28,210,11964755,Kellogg,2.0,1

2015-11-28,211,22356624,Kellogg,4.813,251

2015-11-28,212,10311402,other,4.417,12

2015-11-28,213,39326237,other,3.333,3

2015-11-28,214,45912909,other,0,0

2015-11-28,215,23597944,other,4.632,19

2015-11-28,216,36267570,other,0,0

2015-11-28,217,21063108,Kellogg,4.704,115

2015-11-28,218,16923608,other,4.8,20

2015-11-28,219,25875655,Kellogg,4.412,17

2015-11-28,220,21268939,other,4.579,19

2015-11-28,221,17057016,Post,4.75,8

2015-11-28,222,10311405,Cheerios,4.385,13

2015-11-28,223,16779603,Post,5.0,7

2015-11-28,224,36902154,other,0,0

2015-11-28,225,22356626,Kellogg,4.636,11

2015-11-28,226,19757534,Kellogg,4.583,24

2015-11-28,227,17193493,other,5.0,6

2015-11-28,228,33628805,other,4.5,10

2015-11-28,229,21174196,Kashi,4.059,17

2015-11-28,230,33963466,Kellogg,4.563,16

2015-11-28,231,17196562,other,4.533,15

2015-11-28,232,16785097,other,5.0,6

2015-11-28,233,10311408,Cheerios,4.727,44

2015-11-28,234,46330103,other,0,0

2015-11-28,235,33412364,Post,4.9,10

2015-11-28,236,45912908,other,0,0

2015-11-28,237,16923610,other,4.875,8

2015-11-28,238,19757536,Kellogg,4.273,11

2015-11-28,239,33856197,other,4.111,9

2015-11-28,240,22365078,Cheerios,4.375,40

2015-11-28,241,17203443,other,4.909,11

2015-11-28,242,15716904,other,5.0,2

2015-11-28,243,10813378,Cheerios,4.833,18

2015-11-28,244,10311277,Cheerios,4.826,201

2015-11-28,245,21009168,other,4.25,12

2015-11-28,246,21096172,Kellogg,4.75,4

2015-11-28,247,10818643,other,4.722,18

2015-11-28,248,36405020,other,5.0,1

2015-11-28,249,22210562,other,5.0,2

2015-11-28,250,19890854,other,4.872,86

2015-11-28,251,25875660,Kellogg,4.712,73

2015-11-28,252,17196564,other,5.0,1

2015-11-28,253,10403207,other,4.143,14

2015-11-28,254,20970524,other,4.4,10

2015-11-28,255,19757535,Kellogg,4.6,5

2015-11-28,256,39083137,other,5.0,4

2015-11-28,257,34188831,Post,4.727,11

2015-11-28,258,26691080,other,4.556,9

2015-11-28,259,10898865,Kellogg,4.909,11

2015-11-28,260,22572887,other,3.667,3

2015-11-28,261,21125844,other,4.735,34

2015-11-28,262,10311404,other,4.706,17

2015-11-28,263,10292162,other,4.737,19

2015-11-28,264,10818679,other,4.462,13

2015-11-28,265,22388956,other,4.8,5

2015-11-28,266,10402734,other,4.25,8

2015-11-28,267,10311403,other,4.765,34

2015-11-28,268,21009169,Kellogg,4.929,14

2015-11-28,269,17196541,other,0,0

2015-11-28,270,15686364,Cheerios,3.667,3

2015-11-28,271,25875654,Kellogg,4.571,7

2015-11-28,272,17196563,other,4.8,5

2015-11-28,273,25847983,other,4.083,12

2015-11-28,274,46534808,Kellogg,0,0

2015-11-28,275,22356628,Kellogg,4.3,10

2015-11-28,276,35044566,Post,4.667,6

2015-11-28,277,20970526,other,5.0,3

2015-11-28,278,43924537,Kashi,0,0

2015-11-28,279,41474803,Cheerios,4.405,37

2015-11-28,280,10311276,other,5.0,3

2015-11-28,281,10311415,other,4.654,26

2015-11-28,282,17196493,other,3.75,4

2015-11-28,283,43937716,other,0,0

2015-11-28,284,39326238,other,0,0

2015-11-28,285,10311275,other,4.636,11

2015-11-28,286,10813379,other,4.875,16

2015-11-28,287,45863570,Kellogg,0,0

2015-11-28,288,20970528,other,0,0

2015-11-28,289,38354161,other,4.0,1

2015-11-28,290,17196559,other,0,0

2015-11-28,291,33665090,other,0,0

2015-11-28,292,10891815,other,4.677,31

2015-11-28,293,17196593,other,5.0,2

2015-11-28,294,46161566,other,0,0

2015-11-28,295,44656710,Kellogg,0,0

2015-11-28,296,31222371,other,5.0,1

2015-11-28,297,44656711,Kellogg,0,0

2015-11-28,298,44656713,Kellogg,0,0

2015-11-28,299,44002692,Post,5.0,3

2015-11-28,300,31219557,other,4.0,3

2015-11-28,301,10311279,other,4.706,17

2015-11-28,302,15686398,other,5.0,1

2015-11-28,303,29474088,other,4.0,1

2015-11-28,304,46064310,other,4.75,4

2015-11-28,305,44656728,Kellogg,0,0

2015-11-28,306,26691075,other,5.0,4

2015-11-28,307,43852064,other,5.0,2

2015-11-28,308,17193432,other,0,0

2015-11-28,309,16779604,Post,5.0,7

2015-11-28,310,10891820,other,4.647,51

2015-11-28,311,44656712,Kellogg,0,0

2015-11-28,312,10311274,other,4.579,19

2015-11-28,313,17196545,other,0,0

2015-11-28,314,10818682,other,4.647,51

2015-11-28,315,43710630,other,0,0

2015-11-28,316,44014060,other,0,0

2015-11-28,317,29473278,other,5.0,2

2015-11-28,318,46771745,Kellogg,0,0

2015-11-28,319,46161565,other,0,0

2015-11-28,320,22389064,other,5.0,1

2015-11-28,321,10311278,other,4.353,17

2015-11-28,322,26691079,other,0,0

2015-11-28,323,17196522,other,0,0

2015-11-28,324,27617750,other,5.0,1

2015-11-28,325,46161567,other,0,0

2015-11-28,326,19514899,other,0,0

2015-11-28,327,16785106,Post,5.0,2

2015-11-28,328,10311397,other,4.579,19

2015-11-28,329,43710629,other,5.0,2

2015-11-28,330,17193476,other,0,0

2015-11-28,331,45791905,other,0,0

2015-11-28,332,29473282,other,0,0

2015-11-28,333,19794416,Kellogg,4.667,9

2015-11-28,334,26691076,other,0,0

2015-11-28,335,43924539,Kashi,0,0

2015-11-28,336,10818680,other,4.677,31

2015-11-28,337,17196503,other,5.0,1

2015-11-28,338,29473272,other,5.0,1

2015-11-28,339,28644588,Kashi,0,0

2015-11-28,340,42353818,Kellogg,4.0,4

2015-11-28,341,43710626,other,0,0

2015-11-28,342,17193564,other,5.0,1

2015-11-28,343,39326180,other,3.667,3

2015-11-28,344,34334711,other,4.5,2

2015-11-28,345,15686395,other,1.0,1

2015-11-28,346,37341973,Cheerios,5.0,10

2015-11-28,347,44110543,Kellogg,0,0

2015-11-28,348,26691081,other,5.0,1

2015-11-28,349,24491586,other,4.0,2

2015-11-28,350,44656720,Kellogg,0,0

2015-11-28,351,42864589,Post,0,0

2015-11-28,352,46064311,other,0,0

2015-11-28,353,42864588,Post,3.667,3

2015-11-28,354,35824692,other,4.444,9

2015-11-28,355,43924743,Kellogg,0,0

2015-11-28,356,35501167,Kashi,0,0

2015-11-28,357,43924533,Kellogg,0,0

2015-11-28,358,29473269,other,0,0

2015-11-28,359,10313216,other,4.714,7

2015-11-28,360,10311413,other,4.765,34

2015-11-28,361,44897623,other,0,0

2015-11-28,362,10311416,other,4.625,16

2015-11-28,363,43924504,Kellogg,0,0

2015-11-28,364,15686367,other,5.0,1

2015-11-28,365,17193433,Kashi,0,0

2015-11-28,366,46175186,other,0,0

2015-11-28,367,44013961,other,0,0

2015-11-28,368,38364395,Cheerios,0,0

2015-11-28,369,44013962,other,0,0

2015-11-28,370,47335466,other,0,0

2015-11-28,371,43924534,Kellogg,0,0

2015-11-28,372,17193561,other,0,0

2015-11-28,373,17193654,other,0,0

2015-11-28,374,46265205,Kashi,0,0

2015-11-28,375,43924528,Kellogg,0,0

2015-11-28,376,46064312,other,0,0

2015-11-28,377,17193557,other,0,0

2015-11-28,378,43924551,Kellogg,0,0

2015-11-28,379,39083136,other,5.0,8

2015-11-28,380,46175192,other,0,0

2015-11-28,381,47335458,other,0,0

2015-11-28,382,27617752,other,5.0,5

2015-11-28,383,43924527,Kellogg,0,0

2015-11-28,384,43924538,Kellogg,0,0

2015-11-28,385,19399978,other,5.0,3

2015-11-28,386,17196526,other,4.333,3

2015-11-28,387,10818681,other,4.767,60

2015-11-28,388,34296591,Kashi,0,0

2015-11-28,389,39326203,other,5.0,1

2015-11-28,390,38458541,other,0,0

2015-11-28,391,36309669,other,0,0

2015-11-28,392,34294844,other,0,0

2015-11-28,393,17283407,Kellogg,0,0

2015-11-28,394,33964730,Kashi,0,0

2015-11-28,395,36303616,other,0,0

2015-11-28,396,37181768,other,0,0

2015-11-28,397,36365088,other,0,0

2015-11-28,398,21090369,other,5.0,3

2015-11-28,399,17196504,other,0,0

2015-11-28,400,17196505,other,0,0

2015-11-28,401,17196506,other,0,0

2015-11-28,402,19890856,Kellogg,4.8,5

2015-11-28,403,17196496,other,3.0,2

2015-11-28,404,29473277,other,0,0

2015-11-28,405,17196498,other,0,0

2015-11-28,406,43924529,Kellogg,0,0

2015-11-28,407,38458536,other,0,0

2015-11-28,408,28645922,other,0,0

2015-11-28,409,17196502,other,0,0

2015-11-28,410,17193473,other,0,0

2015-11-28,411,21125842,other,4.793,58

2015-11-28,412,44013975,other,0,0

2015-11-28,413,29474087,other,0,0

2015-11-28,414,44014444,other,0,0

2015-11-28,415,41474802,other,0,0

2015-11-28,416,29474089,other,0,0

2015-11-28,417,33665135,other,0,0

2015-11-28,418,17193553,other,0,0

2015-11-28,419,36348857,other,0,0

2015-11-28,420,36527904,other,0,0

2015-11-28,421,17193613,other,0,0

2015-11-28,422,22389171,other,4.5,2

2015-11-28,423,29473266,other,5.0,1

2015-11-28,424,31219558,other,0,0

2015-11-28,425,33665089,other,0,0

2015-11-28,426,21978523,other,4.438,89

2015-11-28,427,39326239,other,4.5,2

2015-11-28,428,17196499,other,0,0

2015-11-28,429,29473273,other,0,0

2015-11-28,430,17193563,other,5.0,1

2015-11-28,431,39326233,other,0,0

2015-11-28,432,33655402,other,0,0

2015-11-28,433,17193497,other,0,0

2015-11-28,434,31219537,other,0,0

2015-11-28,435,39326240,other,0,0

2015-11-28,436,17196489,other,5.0,1

2015-11-28,437,17193547,other,0,0

2015-11-28,438,17193549,other,0,0

2015-11-28,439,33665087,other,0,0

2015-11-28,440,17196516,other,0,0

2015-11-28,441,29473276,other,5.0,1

2015-11-28,442,39326235,other,0,0

2015-11-28,443,17196520,other,0,0

2015-11-28,444,17196492,other,5.0,1

2015-11-28,445,31222373,other,0,0

2015-11-28,446,17196518,other,0,0

2015-11-28,447,12443033,other,5.0,3

2015-11-28,448,17193647,other,0,0

2015-11-28,449,22572886,other,0,0

2015-11-28,450,17196523,other,3.0,4

2015-11-28,451,17193545,other,0,0

2015-11-28,452,17193475,other,0,0

2015-11-28,453,24182561,other,0,0

2015-11-28,454,34202123,other,0,0

2015-11-28,455,21090108,other,0,0

2015-11-28,456,35500693,Kashi,0,0

2015-11-28,457,17193556,other,0,0

2015-11-28,458,17193496,other,0,0

2015-11-28,459,35176873,other,0,0

2015-11-28,460,17196560,other,0,0

2015-11-28,461,17196596,other,0,0

2015-11-28,462,30943781,other,0,0

2015-11-28,463,17196553,other,0,0

2015-11-28,464,17193554,other,0,0

2015-11-28,465,33665085,other,0,0

2015-11-28,466,17196441,other,0,0

2015-11-28,467,31121629,other,0,0

2015-11-28,468,29473263,other,5.0,1

2015-11-28,469,17196594,other,0,0

2015-11-28,470,17196521,other,0,0

2015-11-28,471,31219543,other,0,0

2015-11-28,472,33665088,other,0,0

2015-11-28,473,33652989,other,0,0

2015-11-28,474,28646173,other,0,0

2015-11-28,475,34481845,other,5.0,3

2015-11-28,476,31054861,other,0,0

2015-11-28,477,33963474,other,4.375,8

2015-11-28,478,10312439,other,4.218,284

2015-11-28,479,36305335,other,0,0

2015-11-28,480,12443143,other,3.714,28

2015-11-28,481,16827119,other,0,0

2015-11-28,482,26712788,other,4.757,37

2015-11-28,483,25847974,other,4.688,16

2015-11-28,484,21103997,other,0,0

2015-11-28,485,17203445,other,4.353,17

2015-11-28,486,21125856,other,4.353,17

2015-11-28,487,39326211,other,0,0

2015-11-28,488,10312438,other,4.109,192

2015-11-28,489,21125853,other,4.6,19

2015-11-28,490,10311281,other,4.405,36

2015-11-28,491,17193603,other,5.0,1

2015-11-28,492,25847966,other,4.917,12

2015-11-28,493,44656714,Kellogg,2.0,1

2015-11-28,494,41474805,other,0,0

2015-11-28,495,17193488,other,0,0

2015-11-28,496,29474010,other,5.0,1

2015-11-28,497,17193596,other,0,0

2015-11-28,498,46771749,Kashi,0,0

2015-11-28,499,17196599,other,4.5,2

2015-11-28,500,17196570,other,5.0,1

2015-11-28,501,17193492,other,4.0,2

2015-11-28,502,46771748,Kashi,0,0

2015-11-28,503,46265090,other,0,0

2015-11-28,504,45099798,other,0,0

2015-11-28,505,45099799,other,0,0

2015-11-28,506,17196615,other,0,0

2015-11-28,507,17193487,other,1.0,1

2015-11-28,508,45099792,other,0,0

2015-11-28,509,44886121,other,0,0

2015-11-28,510,29473268,other,4.0,1

2015-11-28,511,21090101,other,0,0

2015-11-28,512,33655409,Kashi,0,0

2015-11-28,513,39326198,other,5.0,1

2015-11-28,514,45099790,other,0,0

2015-11-28,515,29304186,other,5.0,3

2015-11-28,516,22388976,other,5.0,4

2015-11-28,517,44014331,other,0,0

2015-11-28,518,44013969,other,0,0

2015-11-28,519,44013974,other,0,0

2015-11-28,520,46175188,other,0,0

2015-11-28,521,24446956,other,0,0

2015-11-28,522,17193514,other,0,0

2015-11-28,523,17193560,other,4.0,1

2015-11-28,524,17208774,other,5.0,1

2015-11-28,525,47335362,other,0,0

2015-11-28,526,47335377,other,0,0

2015-11-28,527,34334684,other,5.0,1

2015-11-28,528,47335365,other,0,0

2015-11-28,529,17196429,other,5.0,3

2015-11-28,530,33963475,other,5.0,1

2015-11-28,531,47335302,other,0,0

2015-11-28,532,47335300,other,0,0

2015-11-28,533,46175193,other,0,0

2015-11-28,534,46175187,other,0,0

2015-11-28,535,47335625,other,0,0

2015-11-28,536,47335622,other,0,0

2015-11-28,537,17193538,other,5.0,1

2015-11-28,538,47335626,other,0,0

2015-11-28,539,47369913,other,0,0

2015-11-28,540,47335585,other,0,0

2015-11-28,541,47335369,other,0,0

2015-11-28,542,44014669,other,0,0

2015-11-28,543,17196597,other,5.0,1

2015-11-28,544,46265150,other,0,0

2015-11-28,545,46265147,other,0,0

2015-11-28,546,46175993,other,0,0

2015-11-28,547,46265148,other,0,0

2015-11-28,548,46265067,other,0,0

2015-11-28,549,46271056,other,0,0

2015-11-28,550,31219550,other,5.0,1

2015-11-28,551,22388961,other,0,0

2015-11-28,552,44014670,other,5.0,1

2015-11-28,553,17196598,other,5.0,1

2015-11-28,554,44014330,other,0,0

2015-11-28,555,17196620,other,5.0,1

2015-11-28,556,44013972,other,0,0

2015-11-28,557,17196600,other,0,0

2015-11-28,558,17193537,other,4.5,2

2015-11-28,559,17196622,other,3.0,2

2015-11-28,560,27672360,other,0,0

2015-11-28,561,29473264,other,0,0

2015-11-28,562,39086034,other,0,0

2015-11-28,563,21090086,other,0,0

2015-11-28,564,21090104,other,0,0

2015-11-28,565,21090085,other,5.0,1

2015-11-28,566,17196584,other,5.0,1

2015-11-28,567,17196586,other,5.0,2

